"Assemblage","m","Method","Order.q","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"Alta",1,"Rarefaction",0,1,1,1,0.195982283403276,0.193522239510965,0.198442327295586
"Alta",257,"Rarefaction",0,42.6430865967797,42.3691174592808,42.9170557342787,0.93213802553871,0.931304876217401,0.932971174860019
"Alta",513,"Rarefaction",0,55.2554318387722,54.8273342369045,55.6835294406399,0.963066651379038,0.96240330613125,0.963729996626827
"Alta",770,"Rarefaction",0,63.1259669394645,62.5654055173095,63.6865283616194,0.974304702576559,0.973762841486293,0.974846563666826
"Alta",1026,"Rarefaction",0,68.884533936715,68.2142719198353,69.5547959535947,0.980225857531488,0.979771594666834,0.980680120396142
"Alta",1282,"Rarefaction",0,73.4319782903159,72.6708160621886,74.1931405184433,0.984020721085444,0.98363624562951,0.984405196541377
"Alta",1539,"Rarefaction",0,77.175746561578,76.3392640630628,78.0122290600931,0.986714974199979,0.986389725369081,0.987040223030877
"Alta",1795,"Rarefaction",0,80.3093254868572,79.411408267087,81.2072427066274,0.988721782249218,0.988446930288506,0.98899663420993
"Alta",2052,"Rarefaction",0,82.9999496203015,82.0520872944775,83.9478119461255,0.990282890701281,0.990050776959117,0.990515004443445
"Alta",2308,"Rarefaction",0,85.3241835680053,84.3365783763582,86.3117887596524,0.991518963959921,0.991322189153792,0.991715738766051
"Alta",2564,"Rarefaction",0,87.3631861672948,86.3443442189295,88.3820281156602,0.992521816823827,0.992353847118016,0.992689786529638
"Alta",2821,"Rarefaction",0,89.1755192962494,88.1325677635031,90.2184708289957,0.993351983803502,0.993207132102222,0.993496835504783
"Alta",3077,"Rarefaction",0,90.7866972540716,89.7258260468289,91.8475684613142,0.994043601607603,0.993916797167058,0.994170406048147
"Alta",3333,"Rarefaction",0,92.2348404537424,91.1611755746452,93.3085053328396,0.99462942568204,0.994516479597824,0.994742371766255
"Alta",3590,"Rarefaction",0,93.5490165089327,92.4668491537242,94.6311838641411,0.995132838875511,0.995030343924405,0.995235333826618
"Alta",3846,"Rarefaction",0,94.7384532918997,93.6514587624223,95.8254478213771,0.995566182597877,0.995471347669782,0.995661017525973
"Alta",4103,"Rarefaction",0,95.8283278151739,94.7395700462072,96.9170855841407,0.995945324798354,0.995856048308459,0.996034601288249
"Alta",4359,"Rarefaction",0,96.8231508225752,95.7352310861598,97.9110705589905,0.996276939211912,0.996191613595853,0.996362264827972
"Alta",4615,"Rarefaction",0,97.7381211082453,96.6532321651597,98.8230100513308,0.996570138793035,0.996487618362122,0.996652659223948
"Alta",4872,"Rarefaction",0,98.5854488136754,97.5054753796841,99.6654222476666,0.996831883097786,0.996751367536829,0.996912398658743
"Alta",5128,"Rarefaction",0,99.3662239405908,98.2927356443062,100.439712236875,0.997064977827755,0.996985903689491,0.99714405196602
"Alta",5385,"Rarefaction",0,100.09314277269,99.0275270614109,101.158758483969,0.997275203618478,0.997197200549084,0.997353206687873
"Alta",5641,"Rarefaction",0,100.766193764497,99.7095824441819,101.822805084813,0.997464160102954,0.99738697535052,0.997541344855387
"Alta",5897,"Rarefaction",0,101.393184993549,100.346574814267,102.439795172832,0.997635382239704,0.997558853339882,0.997711911139526
"Alta",6154,"Rarefaction",0,101.980572082548,100.944865627022,103.016278538074,0.997791685117068,0.997715708953476,0.997867661280659
